Year,"Sort
order","Major area, region, country or area of destination",0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2000,2000067,Liberia,"15,686","18,234","15,768","14,139","17,171","17,185","14,554","11,976","8,719","6,191","4,138","2,806","1,992","1,183",976,"1,150","151,868"
2000,2000068,Mali,"13,189","29,156","32,876","26,849","19,023","15,477","12,765","9,690","7,525","5,216","4,438","3,240","2,981","1,944","1,732","3,374","189,475"
2000,2000069,Mauritania,"6,589","6,240","5,243","4,440","4,936","6,269","6,644","5,435","3,794","2,531","1,747","1,285",894,592,388,339,"57,366"
2000,2000070,Niger,"16,708","13,012","11,874","13,231","12,743","11,428","10,182","9,656","7,820","3,250","4,767","2,653","2,068",681,908,"1,279","122,260"
2000,2000071,Nigeria,"109,826","52,256","46,242","34,460","31,932","41,027","47,064","41,209","29,547","19,687","12,958","8,617","5,414","3,449","2,282","1,912","487,882"
2000,2000072,Saint Helena,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,405
2000,2000073,Senegal,"11,364","15,152","19,372","25,571","29,222","26,345","22,356","17,851","15,743","11,195","9,551","6,896","5,683","5,309","4,469","5,822","231,901"
2000,2000074,Sierra Leone,"10,159","11,809","10,211","9,156","11,121","11,129","9,426","7,756","5,647","4,009","2,680","1,817","1,290",650,632,749,"98,241"
2000,2000075,Togo,"15,924","16,383","17,221","15,769","13,859","12,985","11,408","9,324","6,972","5,168","3,942","2,807","2,180","1,277",859,"1,813","137,891"
2000,2000076,ASIA,"2,140,765","2,160,652","2,288,963","2,565,201","3,764,498","4,906,150","5,236,546","5,174,154","4,377,359","3,551,804","2,926,048","2,358,853","1,940,871","1,597,457","1,395,697","2,813,314","49,198,332"
2000,2000077,Central Asia,"85,980","157,821","184,382","217,335","269,434","312,576","338,435","398,394","440,681","470,589","451,757","425,586","408,427","364,525","295,857","362,093","5,183,872"
2000,2000078,Kazakhstan,"50,629","92,596","106,451","125,648","156,816","182,857","197,763","231,092","255,017","273,536","263,472","247,092","234,471","186,880","106,788","160,192","2,871,300"
2000,2000079,Kyrgyzstan,"5,133","12,860","16,141","18,267","21,210","22,766","24,709","31,965","34,789","33,626","28,884","29,420","27,113","27,014","28,720","26,941","389,558"
2000,2000080,Tajikistan,"4,975","6,197","8,714","10,773","13,220","15,780","17,358","20,114","23,722","27,041","28,033","25,873","23,606","22,896","24,373","26,591","299,266"
2000,2000081,Turkmenistan,"3,396","6,212","7,141","8,429","10,521","12,268","13,268","15,504","17,110","18,352","17,677","16,578","16,583","17,189","18,298","19,972","218,498"
2000,2000082,Uzbekistan,"21,847","39,956","45,935","54,218","67,667","78,905","85,337","99,719","110,043","118,034","113,691","106,623","106,654","110,546","117,678","128,397","1,405,250"
2000,2000083,Eastern Asia,"130,667","157,783","200,900","232,075","391,579","519,591","555,020","522,075","492,155","428,162","393,473","304,193","276,047","257,868","218,435","313,058","5,393,081"
2000,2000084,China,"29,988","27,282","25,820","28,516","40,279","49,912","54,210","52,813","45,200","35,936","29,219","25,253","22,121","16,591","9,954","14,940","508,034"
2000,2000085,"China, Hong Kong SAR","23,718","61,537","95,442","81,370","111,137","164,436","197,333","211,196","251,861","235,301","241,766","192,505","191,250","196,062","171,634","242,574","2,669,122"
2000,2000086,"China, Macao SAR","1,425","3,326","7,607","9,031","17,104","21,608","24,560","31,995","33,625","27,349","18,846","10,740","7,649","7,122","7,962","10,842","240,791"
2000,2000087,Dem. People's Republic of Korea,"1,920","1,582","1,613","1,879","2,685","3,430","3,924","3,971","3,491","2,815","2,285","1,939","1,685","1,244",829,891,"36,183"
2000,2000088,Japan,"70,417","61,253","65,473","88,250","176,921","235,079","237,192","195,328","138,875","111,017","89,727","66,293","48,942","34,171","25,998","41,631","1,686,567"
2000,2000089,Mongolia,258,295,261,313,847,901,858,992,"1,074",941,613,405,189,107,81,71,"8,206"
2000,2000090,Republic of Korea,"2,941","2,508","4,684","22,716","42,606","44,225","36,943","25,780","18,029","14,803","11,017","7,058","4,211","2,571","1,977","2,109","244,178"
2000,2000091,Southern Asia,"334,601","352,926","487,176","684,008","1,069,812","1,313,077","1,454,624","1,657,796","1,464,970","1,232,137","1,047,501","872,574","678,486","553,369","505,256","1,569,707","15,278,020"
2000,2000092,Afghanistan,"4,487","4,995","5,464","6,549","7,947","8,536","8,267","7,537","6,213","4,858","3,742","2,975","2,135","1,101",440,671,"75,917"
2000,2000093,Bangladesh,"95,954","62,857","44,071","43,737","90,810","144,143","163,105","130,829","78,474","46,294","28,786","20,469","13,262","10,108","8,933","6,021","987,853"
2000,2000094,Bhutan,848,"1,165","1,009","1,495","2,616","7,121","4,936","3,541","2,907","2,037","1,461","1,084",663,519,409,326,"32,137"
2000,2000095,India,"35,789","56,734","114,608","150,850","301,818","317,319","375,180","628,843","608,158","545,981","474,744","421,142","335,840","315,912","348,293","1,380,061","6,411,272"
2000,2000096,Iran (Islamic Republic of),"154,338","157,366","199,298","253,988","330,875","373,389","352,675","296,869","212,276","145,303","100,050","87,446","62,963","38,481","15,392","23,096","2,803,805"
2000,2000097,Maldives,"1,711","1,552","1,512","1,472","2,250","3,073","3,297","3,083","2,662","1,970","1,467","1,039",763,494,284,463,"27,092"
2000,2000098,Nepal,"14,256","25,700","36,347","59,342","87,812","92,979","85,499","78,275","60,718","50,090","35,904","27,267","23,494","17,788","10,086","12,343","717,900"
2000,2000099,Pakistan,"26,222","41,571","83,981","165,852","244,974","365,555","460,186","506,740","490,757","431,866","396,844","306,231","234,518","164,742","118,020","143,853","4,181,912"
2000,2000100,Sri Lanka,996,986,886,723,710,962,"1,479","2,079","2,805","3,738","4,503","4,921","4,848","4,224","3,399","2,873","40,132"
2000,2000101,South-Eastern Asia,"240,847","266,733","328,208","441,975","609,011","660,361","566,129","458,152","342,276","250,963","192,528","152,170","118,108","79,944","80,737","138,691","4,926,833"
