Year,"Sort
order","Major area, region, country or area of destination",0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1990,1990171,Serbia,"2,758","3,572","4,122","5,009","5,349","6,298","7,468","8,727","9,519","10,235","8,391","5,721","5,474","3,833","5,228","7,565","99,269"
1990,1990172,Slovenia,865,"1,686","2,888","4,253","6,872","10,197","12,970","19,909","25,752","26,906","18,227","12,950","11,925","9,116","6,051","7,510","178,077"
1990,1990173,Spain,"27,179","45,598","65,231","93,257","100,771","97,265","70,843","59,186","48,011","38,637","31,633","29,139","27,027","24,409","20,904","42,515","821,605"
1990,1990174,TFYR Macedonia,"3,229","2,356","1,612","2,993","4,856","5,206","6,585","8,144","8,841","9,422","10,388","9,944","7,862","5,643","4,289","3,772","95,142"
1990,1990175,Western Europe,"212,090","390,180","610,289","851,592","1,250,240","1,631,020","1,855,803","1,819,667","1,659,277","1,342,591","1,109,926","910,857","740,520","616,353","478,971","771,444","16,250,820"
1990,1990176,Austria,"11,972","23,419","34,037","41,609","49,857","67,432","81,056","80,288","72,062","64,873","59,213","51,290","47,546","38,896","18,155","51,534","793,239"
1990,1990177,Belgium,"66,044","70,805","70,116","72,423","81,903","90,795","85,604","73,485","61,653","48,934","45,289","40,728","35,366","22,814","17,631","20,938","904,528"
1990,1990178,France,"47,422","104,636","170,716","235,088","327,774","456,850","598,547","641,332","622,080","505,276","434,833","390,533","350,467","299,632","251,566","460,515","5,897,267"
1990,1990179,Germany,"39,982","110,951","232,431","355,528","557,676","704,328","777,660","748,673","642,719","502,780","359,842","275,879","192,915","158,158","125,510","151,149","5,936,181"
1990,1990180,Liechtenstein,801,797,768,759,945,"1,067","1,042",976,932,872,633,359,271,281,151,252,"10,906"
1990,1990181,Luxembourg,"2,936","3,806","4,205","5,237","9,135","12,561","12,996","12,034","11,963","8,949","7,564","5,964","5,219","3,591","2,757","4,878","113,795"
1990,1990182,Monaco,490,515,543,635,849,"1,164","1,448","1,591","1,611","1,560","1,661","1,548","1,346","1,481","1,303","2,614","20,359"
1990,1990183,Netherlands,"21,346","39,107","53,815","85,023","116,137","138,857","134,312","117,471","109,970","81,889","74,291","50,483","41,272","42,744","31,831","43,715","1,182,263"
1990,1990184,Switzerland,"21,097","36,144","43,658","55,290","105,964","157,966","163,138","143,817","136,287","127,458","126,600","94,073","66,118","48,756","30,067","35,849","1,392,282"
1990,1990185,LATIN AMERICA AND THE CARIBBEAN,"324,082","397,086","424,466","451,890","496,052","542,106","558,707","556,486","555,891","483,525","430,601","399,015","399,098","379,512","277,463","493,748","7,169,728"
1990,1990186,Caribbean,"80,755","85,831","91,021","99,856","104,544","105,802","101,712","83,646","63,843","48,380","39,486","34,816","32,073","26,126","23,348","35,316","1,056,555"
1990,1990187,Anguilla,251,208,190,205,256,283,284,251,185,121,86,76,72,40,35,27,"2,570"
1990,1990188,Antigua and Barbuda,"1,235",764,556,830,"1,276","1,608","1,409","1,183",825,488,432,361,395,250,161,256,"12,029"
1990,1990189,Aruba,631,827,863,748,960,"1,388","1,491","1,493","1,206",858,762,692,677,523,514,811,"14,444"
1990,1990190,Bahamas,944,540,626,"1,189","2,002","2,785","3,326","3,488","3,078","1,914","1,786","1,430","1,242","1,043",565,897,"26,855"
1990,1990191,Barbados,666,"1,085","1,615","2,045","2,412","2,617","2,699","2,129","2,035","1,481","1,114",882,827,579,463,"1,375","24,024"
1990,1990192,British Virgin Islands,409,405,444,430,840,"1,250","1,230",958,753,440,288,190,155,70,47,126,"8,035"
1990,1990193,Caribbean Netherlands,"1,354","2,030","2,084","1,990","2,803","4,925","5,382","4,944","4,089","2,781","1,915","1,384","1,092",692,392,553,"38,410"
1990,1990194,Cayman Islands,318,386,460,571,873,"1,356","1,401","1,172",916,641,451,302,220,137,69,114,"9,387"
1990,1990195,Cuba,450,436,719,485,797,808,813,"1,108","1,235","1,599","2,390","4,804","5,401","4,728","4,322","4,460","34,555"
1990,1990196,Curaçao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,1990197,Dominica,388,466,299,152,121,159,180,160,143,94,92,76,55,40,29,65,"2,519"
1990,1990198,Dominican Republic,"43,254","31,596","28,662","28,219","27,068","23,674","21,198","18,118","14,575","12,037","9,309","7,115","6,261","5,510","4,849","9,706","291,151"
1990,1990199,Grenada,476,888,554,240,208,307,293,297,255,182,137,118,92,82,51,83,"4,263"
1990,1990200,Guadeloupe,"2,719","5,486","6,563","6,009","5,317","6,754","7,307","7,238","5,960","4,575","3,085","1,764","1,245",825,467,630,"65,944"
1990,1990201,Haiti,"1,632","1,071",640,653,"1,187","1,704","2,120","2,331","2,182","1,805","1,380",975,682,341,170,211,"19,084"
1990,1990202,Jamaica,"1,818","1,720","1,521","1,383","1,556","1,940","1,656","1,269","1,025",897,815,816,775,736,879,"1,669","20,475"
1990,1990203,Martinique,"2,092","4,118","4,847","3,992","3,604","3,769","3,658","3,377","2,624","1,970","1,650","1,075",631,558,415,325,"38,705"
1990,1990204,Montserrat,130,114,98,130,208,268,262,207,142,96,73,57,54,52,49,73,"2,013"
1990,1990205,Puerto Rico,"16,667","27,534","33,759","43,423","44,533","39,983","36,081","23,151","13,410","9,369","8,448","7,796","6,635","3,734","3,178","4,208","321,909"
1990,1990206,Saint Kitts and Nevis,252,333,339,218,210,272,253,239,188,185,150,141,114,89,83,144,"3,210"
1990,1990207,Saint Lucia,379,542,491,434,424,550,596,475,361,205,179,147,151,144,90,137,"5,305"
1990,1990208,Saint Vincent and the Grenadines,449,661,383,296,275,372,334,268,238,145,123,74,90,91,69,102,"3,970"
1990,1990209,Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,1990210,Trinidad and Tobago,"1,663","1,541","1,550","1,810","2,394","2,803","3,071","3,425","3,407","2,888","2,331","2,513","3,503","4,419","5,334","8,014","50,666"
1990,1990211,Turks and Caicos Islands,414,430,392,344,442,603,622,565,411,271,181,149,119,51,38,30,"5,062"
1990,1990212,United States Virgin Islands,"2,164","2,650","3,366","4,060","4,778","5,624","6,046","5,800","4,600","3,338","2,309","1,879","1,585","1,392","1,079","1,300","51,970"
1990,1990213,Central America,"153,627","183,613","185,034","175,081","179,461","179,027","157,937","132,436","102,546","80,626","69,358","60,424","49,495","38,239","34,098","48,909","1,829,911"
1990,1990214,Belize,"1,392","2,476","3,143","3,265","3,468","3,354","3,125","2,607","2,054","1,432","1,127",848,719,516,387,491,"30,404"
1990,1990215,Costa Rica,"10,923","29,394","32,224","41,711","55,126","53,438","45,455","36,439","28,237","21,284","17,202","11,740","9,862","7,916","6,394","10,283","417,628"
1990,1990216,El Salvador,"5,511","9,193","4,974","2,768","3,301","3,892","3,492","2,732","2,312","1,796","1,546","1,402","1,270",987,720,"1,464","47,360"
1990,1990217,Guatemala,"17,103","14,601","17,785","24,240","32,007","35,488","32,043","26,027","18,462","12,965","9,413","8,277","6,622","3,973","2,383","2,868","264,257"
1990,1990218,Honduras,"12,871","15,661","25,292","33,102","36,915","36,269","29,144","20,909","14,411","11,084","9,375","8,712","6,970","4,182","2,509","3,017","270,423"
1990,1990219,Mexico,"100,284","99,772","94,173","63,575","40,606","36,914","35,068","34,658","29,326","26,045","25,983","25,676","20,610","17,647","18,824","26,513","695,674"
1990,1990220,Nicaragua,"4,091","9,928","4,155","2,577","2,436","2,687","2,875","2,807","2,410","1,864","1,376","1,059",840,629,737,950,"41,421"
1990,1990221,Panama,"1,452","2,588","3,288","3,843","5,602","6,985","6,735","6,257","5,334","4,156","3,336","2,710","2,602","2,389","2,144","3,323","62,744"
1990,1990222,South America,"89,700","127,642","148,411","176,953","212,047","257,277","299,058","340,404","389,502","354,519","321,757","303,775","317,530","315,147","220,017","409,523","4,283,262"
1990,1990223,Argentina,"11,647","29,770","37,723","49,841","73,312","92,887","100,961","113,822","146,219","137,644","126,275","119,772","137,665","151,058","101,469","219,854","1,649,919"
1990,1990224,Bolivia (Plurinational State of),"6,487","7,325","5,463","7,676","8,139","7,416","6,618","5,785","4,669","3,662","2,874","2,112","1,827","1,326",932,"1,447","73,758"
1990,1990225,Brazil,"4,787","9,414","12,394","16,984","18,525","23,881","35,286","50,747","71,079","65,745","65,308","74,602","83,578","83,954","60,774","121,459","798,517"
1990,1990226,Chile,"9,146","10,001","11,487","9,479","6,186","6,643","6,972","6,059","5,714","5,259","4,578","4,196","4,664","4,628","3,599","8,890","107,501"
1990,1990227,Colombia,"12,095","18,227","16,207","9,809","6,728","6,024","5,731","5,310","4,670","4,082","3,434","2,958","2,766","2,182","1,559","2,495","104,277"
1990,1990228,Ecuador,"3,702","5,104","6,728","7,101","6,799","7,384","8,120","8,090","6,788","4,932","3,903","2,945","2,421","1,626","1,161","1,859","78,663"
1990,1990229,Falkland Islands (Malvinas),50,43,39,56,90,116,114,82,82,61,38,27,21,12,7,17,855
1990,1990230,French Guiana,"1,964","4,009","6,577","6,889","4,791","5,497","7,531","7,987","6,221","5,066","3,390","1,387","1,040",624,280,359,"63,612"
1990,1990231,Guyana,443,570,496,252,240,271,287,287,271,237,212,202,141,85,42,59,"4,095"
1990,1990232,Paraguay,"10,785","16,925","19,446","23,682","22,441","20,082","17,857","15,507","13,056","9,894","7,848","5,704","4,615","2,736","2,212","3,094","195,884"
1990,1990233,Peru,"4,382","4,051","3,639","3,865","4,209","4,714","4,972","4,681","4,496","4,307","3,838","3,460","3,357","2,394","3,758","4,902","65,025"
1990,1990234,Suriname,"1,384","1,582","1,679","1,627","1,647","1,749","1,637","1,415","1,143",964,807,650,582,524,291,350,"18,031"
1990,1990235,Uruguay,"3,512","3,174","2,878","2,337","3,125","5,311","6,722","5,815","4,734","5,389","6,871","8,011","7,495","9,035","8,688","15,019","98,116"
1990,1990236,Venezuela (Bolivarian Republic of),"19,316","17,447","23,655","37,355","55,815","75,302","96,250","114,817","120,360","107,277","92,381","77,749","67,358","54,963","35,245","29,719","1,025,009"
1990,1990237,NORTHERN AMERICA,"349,367","667,682","993,922","1,550,025","2,390,285","3,011,677","3,093,804","2,786,223","2,549,613","2,023,487","1,719,205","1,417,531","1,309,805","994,823","838,101","1,914,992","27,610,542"
1990,1990238,Bermuda,371,492,445,459,556,"1,523","2,117","2,162","1,777","1,399","1,268",979,636,463,398,638,"15,683"
1990,1990239,Canada,"39,049","89,363","119,906","171,331","257,830","355,403","382,818","411,022","468,127","384,009","327,949","300,253","289,810","249,116","218,026","269,306","4,333,318"
1990,1990240,Greenland,343,495,537,435,712,"1,116","1,129","1,140","1,257","1,100",589,310,147,64,21,21,"9,416"
1990,1990241,Saint Pierre and Miquelon,55,89,111,67,59,93,125,118,88,86,63,33,29,27,19,37,"1,099"
1990,1990242,United States of America,"309,549","577,243","872,923","1,377,733","2,131,128","2,653,542","2,707,615","2,371,781","2,078,364","1,636,893","1,389,336","1,115,956","1,019,183","745,153","619,637","1,644,990","23,251,026"
1990,1990243,OCEANIA,"57,654","128,107","166,446","205,998","295,811","400,000","455,177","456,911","498,431","438,123","361,474","306,039","274,451","249,159","181,426","255,651","4,730,858"
1990,1990244,Australia/New Zealand,"43,726","111,115","149,934","188,743","270,036","370,935","425,734","430,391","476,071","421,690","347,689","295,555","266,233","244,378","178,585","252,445","4,473,260"
1990,1990245,Australia,"33,998","92,271","129,260","163,141","236,668","328,204","380,702","385,653","427,063","380,996","311,763","262,892","233,364","215,590","157,210","216,438","3,955,213"
1990,1990246,New Zealand,"9,728","18,844","20,674","25,602","33,368","42,731","45,032","44,738","49,008","40,694","35,926","32,663","32,869","28,788","21,375","36,007","518,047"
1990,1990247,Melanesia,"4,970","6,018","5,675","4,927","5,096","6,990","8,563","9,538","9,097","7,446","6,824","5,495","4,522","2,097","1,314","1,638","90,210"
1990,1990248,Fiji,934,806,736,756,961,"1,182","1,217","1,130","1,033",974,873,833,669,459,310,410,"13,283"
1990,1990249,New Caledonia,987,"1,843","2,110","2,024","1,776","2,269","3,362","4,149","4,205","3,183","3,180","2,937","2,780","1,108",753,"1,007","37,673"
1990,1990250,Papua New Guinea,"2,607","2,980","2,536","1,870","1,805","2,692","3,140","3,541","3,262","2,831","2,374","1,460",870,433,190,129,"32,720"
1990,1990251,Solomon Islands,242,220,152,158,387,604,577,465,371,295,282,187,143,56,33,54,"4,226"
1990,1990252,Vanuatu,200,169,141,119,167,243,267,253,226,163,115,78,60,41,28,38,"2,308"
1990,1990253,Micronesia,"5,148","6,153","5,650","7,130","14,559","15,665","14,393","11,504","8,914","6,041","4,407","3,322","2,423","1,807",961,892,"108,969"
1990,1990254,Guam,"3,651","4,431","3,996","4,981","9,239","9,021","8,032","6,729","5,381","3,735","3,016","2,514","1,982","1,532",811,704,"69,755"
1990,1990255,Kiribati,193,245,283,269,204,193,180,163,139,85,66,53,31,21,14,23,"2,162"
1990,1990256,Marshall Islands,85,64,52,59,107,148,156,141,110,72,48,35,29,20,9,23,"1,158"
1990,1990257,Micronesia (Fed. States of),244,219,233,342,466,473,428,379,312,232,153,94,55,23,12,20,"3,685"
1990,1990258,Nauru,199,162,141,149,253,354,370,331,267,183,127,92,72,51,28,36,"2,815"
1990,1990259,Northern Mariana Islands,631,890,806,"1,173","3,984","5,039","4,799","3,394","2,425","1,553",894,482,220,148,80,75,"26,593"
1990,1990260,Palau,145,142,139,157,306,437,428,367,280,181,103,52,34,12,7,11,"2,801"
1990,1990261,Polynesia,"3,810","4,821","5,187","5,198","6,120","6,410","6,487","5,478","4,349","2,946","2,554","1,667","1,273",877,566,676,"58,419"
1990,1990262,American Samoa,862,"1,449","1,909","2,189","2,927","2,849","2,482","1,812","1,367","1,026",823,530,417,276,197,168,"21,283"
1990,1990263,Cook Islands,363,386,333,262,222,186,177,144,125,93,73,65,43,37,31,47,"2,587"
1990,1990264,French Polynesia,"1,367","1,807","1,847","1,887","2,250","2,713","3,217","3,035","2,465","1,536","1,372",834,588,390,220,302,"25,830"
1990,1990265,Niue,62,61,59,48,35,35,38,32,22,17,15,11,10,7,4,5,461
1990,1990266,Samoa,514,521,479,320,216,197,205,162,144,94,109,88,94,68,64,82,"3,357"
1990,1990267,Tokelau,37,52,50,29,22,19,14,10,8,8,6,4,4,3,2,2,270
1990,1990268,Tonga,444,369,303,259,242,224,206,174,142,112,104,94,83,73,37,45,"2,911"
1990,1990269,Tuvalu,20,15,10,16,40,40,34,30,22,18,16,12,13,11,6,15,318
1990,1990270,Wallis and Futuna Islands,141,161,197,188,166,147,114,79,54,42,36,29,21,12,5,10,"1,402"
1995,1995001,WORLD,"4,943,075","6,271,019","7,659,413","9,536,422","12,705,601","15,650,048","16,598,018","16,032,180","14,337,223","12,124,340","10,233,737","8,495,228","7,320,824","5,723,235","4,897,562","8,170,930","160,700,028"
1995,1995002,More developed regions,"1,244,875","2,430,483","3,637,665","4,943,413","6,866,467","8,769,190","9,627,759","9,671,311","8,960,654","7,697,710","6,614,444","5,544,905","4,721,169","3,548,250","3,175,665","4,876,606","92,331,345"
1995,1995003,Less developed regions,"3,698,200","3,840,536","4,021,748","4,593,009","5,839,134","6,880,858","6,970,259","6,360,869","5,376,569","4,426,630","3,619,293","2,950,323","2,599,655","2,174,985","1,721,897","3,294,324","68,368,683"
1995,1995004,Least developed countries,"1,086,110","1,135,864","1,107,725","1,152,857","1,262,726","1,242,919","1,081,897","864,086","673,781","529,215","427,987","362,705","296,259","205,125","128,740","150,078","11,708,074"
1995,1995005,"Less developed regions, excluding least developed countries","2,612,960","2,706,039","2,915,697","3,442,121","4,579,446","5,642,496","5,893,468","5,501,392","4,706,602","3,900,362","3,193,753","2,589,651","2,305,205","1,971,257","1,594,273","3,146,018","56,701,134"
1995,1995006,High-income countries,"1,770,907","2,699,343","3,333,845","4,329,433","6,536,100","8,886,864","9,792,782","9,430,127","8,305,518","6,878,915","5,830,266","4,718,309","4,012,844","3,143,835","2,783,885","4,192,301","86,645,274"
1995,1995007,Middle-income countries,"2,310,569","2,640,572","3,402,331","4,263,391","5,168,796","5,787,449","5,927,500","5,869,374","5,445,478","4,780,080","4,027,425","3,468,686","3,064,953","2,410,363","2,003,730","3,842,726","64,413,423"
1995,1995008,Upper-middle-income countries,"1,046,442","1,335,274","1,898,116","2,370,177","2,788,545","3,023,016","3,036,565","3,025,039","2,843,727","2,501,064","2,075,969","1,868,327","1,675,279","1,228,336","948,269","1,517,174","33,181,319"
1995,1995009,Lower-middle-income countries,"1,264,127","1,305,298","1,504,215","1,893,214","2,380,251","2,764,433","2,890,935","2,844,335","2,601,751","2,279,016","1,951,456","1,600,359","1,389,674","1,182,027","1,055,461","2,325,552","31,232,104"
